Area name,Area code,Area type,Specimen date,Daily lab-confirmed cases,Previously reported daily cases,Change in daily cases,Cumulative lab-confirmed cases,Previously reported cumulative cases,Change in cumulative cases
Sheffield,E08000019,Upper tier local authority,2020-04-12,34,,,1392,,
Rotherham,E08000018,Upper tier local authority,2020-04-12,26,,,387,,
Doncaster,E08000017,Upper tier local authority,2020-04-12,8,,,246,,
Barnsley,E08000016,Upper tier local authority,2020-04-12,21,,,381,,
Wirral,E08000015,Upper tier local authority,2020-04-12,27,,,614,,
Sefton,E08000014,Upper tier local authority,2020-04-12,21,,,522,,
St. Helens,E08000013,Upper tier local authority,2020-04-12,14,,,401,,
Liverpool,E08000012,Upper tier local authority,2020-04-12,35,,,970,,
Knowsley,E08000011,Upper tier local authority,2020-04-12,8,,,325,,
Wigan,E08000010,Upper tier local authority,2020-04-12,9,,,334,,
Trafford,E08000009,Upper tier local authority,2020-04-12,10,,,395,,
Tameside,E08000008,Upper tier local authority,2020-04-12,18,,,303,,
Stockport,E08000007,Upper tier local authority,2020-04-12,14,,,509,,
Salford,E08000006,Upper tier local authority,2020-04-12,11,,,373,,
Rochdale,E08000005,Upper tier local authority,2020-04-12,2,,,276,,
Oldham,E08000004,Upper tier local authority,2020-04-12,16,,,373,,
Manchester,E08000003,Upper tier local authority,2020-04-12,31,,,718,,
Bury,E08000002,Upper tier local authority,2020-04-12,9,,,263,,
Bolton,E08000001,Upper tier local authority,2020-04-12,20,,,427,,
Dorset,E06000059,Upper tier local authority,2020-04-12,5,,,210,,
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,2020-04-12,22,,,255,,
Northumberland,E06000057,Upper tier local authority,2020-04-12,37,,,458,,
Central Bedfordshire,E06000056,Upper tier local authority,2020-04-12,20,,,322,,
Bedford,E06000055,Upper tier local authority,2020-04-12,10,,,254,,
Wiltshire,E06000054,Upper tier local authority,2020-04-12,11,,,263,,
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,2020-04-12,20,,,320,,
Shropshire,E06000051,Upper tier local authority,2020-04-12,16,,,262,,
Cheshire West and Chester,E06000050,Upper tier local authority,2020-04-12,27,,,466,,
Cheshire East,E06000049,Upper tier local authority,2020-04-12,19,,,453,,
County Durham,E06000047,Upper tier local authority,2020-04-12,29,,,726,,
Isle of Wight,E06000046,Upper tier local authority,2020-04-12,2,,,55,,
Southampton,E06000045,Upper tier local authority,2020-04-12,10,,,275,,
Portsmouth,E06000044,Upper tier local authority,2020-04-12,7,,,190,,
Brighton and Hove,E06000043,Upper tier local authority,2020-04-12,11,,,241,,
Milton Keynes,E06000042,Upper tier local authority,2020-04-12,6,,,317,,
Wokingham,E06000041,Upper tier local authority,2020-04-12,11,,,190,,
Windsor and Maidenhead,E06000040,Upper tier local authority,2020-04-12,6,,,163,,
Slough,E06000039,Upper tier local authority,2020-04-12,9,,,251,,
Reading,E06000038,Upper tier local authority,2020-04-12,25,,,227,,
West Berkshire,E06000037,Upper tier local authority,2020-04-12,7,,,173,,
Bracknell Forest,E06000036,Upper tier local authority,2020-04-12,7,,,127,,
Medway,E06000035,Upper tier local authority,2020-04-12,13,,,414,,
Thurrock,E06000034,Upper tier local authority,2020-04-12,5,,,204,,
Southend-on-Sea,E06000033,Upper tier local authority,2020-04-12,8,,,228,,
Luton,E06000032,Upper tier local authority,2020-04-12,23,,,420,,
Peterborough,E06000031,Upper tier local authority,2020-04-12,2,,,113,,
Swindon,E06000030,Upper tier local authority,2020-04-12,10,,,196,,
Torbay,E06000027,Upper tier local authority,2020-04-12,2,,,101,,
Plymouth,E06000026,Upper tier local authority,2020-04-12,7,,,150,,
South Gloucestershire,E06000025,Upper tier local authority,2020-04-12,4,,,222,,
North Somerset,E06000024,Upper tier local authority,2020-04-12,1,,,125,,
"Bristol, City of",E06000023,Upper tier local authority,2020-04-12,14,,,364,,
Bath and North East Somerset,E06000022,Upper tier local authority,2020-04-12,2,,,136,,
Stoke-on-Trent,E06000021,Upper tier local authority,2020-04-12,10,,,210,,
Telford and Wrekin,E06000020,Upper tier local authority,2020-04-12,3,,,136,,
"Herefordshire, County of",E06000019,Upper tier local authority,2020-04-12,9,,,117,,
Nottingham,E06000018,Upper tier local authority,2020-04-12,11,,,318,,
Rutland,E06000017,Upper tier local authority,2020-04-12,1,,,11,,
Leicester,E06000016,Upper tier local authority,2020-04-12,22,,,410,,
Derby,E06000015,Upper tier local authority,2020-04-12,9,,,375,,
York,E06000014,Upper tier local authority,2020-04-12,5,,,134,,
North Lincolnshire,E06000013,Upper tier local authority,2020-04-12,8,,,129,,
North East Lincolnshire,E06000012,Upper tier local authority,2020-04-12,2,,,80,,
East Riding of Yorkshire,E06000011,Upper tier local authority,2020-04-12,16,,,243,,
"Kingston upon Hull, City of",E06000010,Upper tier local authority,2020-04-12,10,,,147,,
Blackpool,E06000009,Upper tier local authority,2020-04-12,11,,,174,,
Blackburn with Darwen,E06000008,Upper tier local authority,2020-04-12,12,,,177,,
Warrington,E06000007,Upper tier local authority,2020-04-12,8,,,358,,
Halton,E06000006,Upper tier local authority,2020-04-12,4,,,215,,
Darlington,E06000005,Upper tier local authority,2020-04-12,15,,,149,,
Stockton-on-Tees,E06000004,Upper tier local authority,2020-04-12,10,,,221,,
Redcar and Cleveland,E06000003,Upper tier local authority,2020-04-12,8,,,182,,
Middlesbrough,E06000002,Upper tier local authority,2020-04-12,14,,,302,,
Hartlepool,E06000001,Upper tier local authority,2020-04-12,6,,,88,,
England,E92000001,Nation,2020-04-11,2935,2931,4,74338,74328,10
South West,E12000009,Region,2020-04-11,173,,,3549,,
South East,E12000008,Region,2020-04-11,378,,,10005,,
London,E12000007,Region,2020-04-11,492,,,18749,,
East of England,E12000006,Region,2020-04-11,261,,,6256,,
West Midlands,E12000005,Region,2020-04-11,246,,,7778,,
East Midlands,E12000004,Region,2020-04-11,167,,,4282,,
Yorkshire and The Humber,E12000003,Region,2020-04-11,240,,,5387,,
North West,E12000002,Region,2020-04-11,540,,,11205,,
North East,E12000001,Region,2020-04-11,266,,,4270,,
Worcestershire,E10000034,Upper tier local authority,2020-04-11,37,,,689,,
West Sussex,E10000032,Upper tier local authority,2020-04-11,27,,,661,,
Warwickshire,E10000031,Upper tier local authority,2020-04-11,34,,,695,,
Surrey,E10000030,Upper tier local authority,2020-04-11,65,,,1613,,
Suffolk,E10000029,Upper tier local authority,2020-04-11,27,,,502,,
Staffordshire,E10000028,Upper tier local authority,2020-04-11,39,,,954,,
Somerset,E10000027,Upper tier local authority,2020-04-11,18,,,223,,
Oxfordshire,E10000025,Upper tier local authority,2020-04-11,31,,,946,,
Nottinghamshire,E10000024,Upper tier local authority,2020-04-11,23,,,687,,
North Yorkshire,E10000023,Upper tier local authority,2020-04-11,24,,,481,,
Northamptonshire,E10000021,Upper tier local authority,2020-04-11,33,,,742,,
Norfolk,E10000020,Upper tier local authority,2020-04-11,52,,,695,,
Lincolnshire,E10000019,Upper tier local authority,2020-04-11,23,,,477,,
Leicestershire,E10000018,Upper tier local authority,2020-04-11,23,,,546,,
Lancashire,E10000017,Upper tier local authority,2020-04-11,90,,,1628,,
Kent,E10000016,Upper tier local authority,2020-04-11,59,,,1726,,
Hertfordshire,E10000015,Upper tier local authority,2020-04-11,55,,,1547,,
Hampshire,E10000014,Upper tier local authority,2020-04-11,52,,,1683,,
Gloucestershire,E10000013,Upper tier local authority,2020-04-11,32,,,694,,
Essex,E10000012,Upper tier local authority,2020-04-11,61,,,1601,,
East Sussex,E10000011,Upper tier local authority,2020-04-11,12,,,349,,
Devon,E10000008,Upper tier local authority,2020-04-11,16,,,388,,
Derbyshire,E10000007,Upper tier local authority,2020-04-11,23,,,759,,
Cumbria,E10000006,Upper tier local authority,2020-04-11,25,,,1257,,
Cambridgeshire,E10000003,Upper tier local authority,2020-04-11,14,,,438,,
Buckinghamshire,E10000002,Upper tier local authority,2020-04-11,19,,,518,,
Westminster,E09000033,Upper tier local authority,2020-04-11,11,,,499,,
Wandsworth,E09000032,Upper tier local authority,2020-04-11,14,,,755,,
Waltham Forest,E09000031,Upper tier local authority,2020-04-11,15,,,543,,
Tower Hamlets,E09000030,Upper tier local authority,2020-04-11,13,,,491,,
Sutton,E09000029,Upper tier local authority,2020-04-11,20,,,452,,
Southwark,E09000028,Upper tier local authority,2020-04-11,27,,,976,,
Richmond upon Thames,E09000027,Upper tier local authority,2020-04-11,6,,,286,,
Redbridge,E09000026,Upper tier local authority,2020-04-11,11,,,512,,
Newham,E09000025,Upper tier local authority,2020-04-11,28,,,770,,
Merton,E09000024,Upper tier local authority,2020-04-11,18,,,509,,
Lewisham,E09000023,Upper tier local authority,2020-04-11,14,,,698,,
Lambeth,E09000022,Upper tier local authority,2020-04-11,45,,,930,,
Kingston upon Thames,E09000021,Upper tier local authority,2020-04-11,4,,,301,,
Kensington and Chelsea,E09000020,Upper tier local authority,2020-04-11,4,,,374,,
Islington,E09000019,Upper tier local authority,2020-04-11,3,,,331,,
Hounslow,E09000018,Upper tier local authority,2020-04-11,9,,,493,,
Hillingdon,E09000017,Upper tier local authority,2020-04-11,17,,,528,,
Havering,E09000016,Upper tier local authority,2020-04-11,18,,,463,,
Harrow,E09000015,Upper tier local authority,2020-04-11,16,,,673,,
Haringey,E09000014,Upper tier local authority,2020-04-11,9,,,431,,
Hammersmith and Fulham,E09000013,Upper tier local authority,2020-04-11,4,,,391,,
Hackney,E09000012,Upper tier local authority,2020-04-11,15,,,504,,
Greenwich,E09000011,Upper tier local authority,2020-04-11,11,,,478,,
Enfield,E09000010,Upper tier local authority,2020-04-11,21,,,572,,
Ealing,E09000009,Upper tier local authority,2020-04-11,26,,,769,,
Croydon,E09000008,Upper tier local authority,2020-04-11,22,,,1011,,
Camden,E09000007,Upper tier local authority,2020-04-11,9,,,440,,
Bromley,E09000006,Upper tier local authority,2020-04-11,23,,,780,,
Brent,E09000005,Upper tier local authority,2020-04-11,22,,,1042,,
Bexley,E09000004,Upper tier local authority,2020-04-11,13,,,436,,
Barnet,E09000003,Upper tier local authority,2020-04-11,20,,,974,,
Barking and Dagenham,E09000002,Upper tier local authority,2020-04-11,4,,,324,,
Gateshead,E08000037,Upper tier local authority,2020-04-11,26,,,453,,
Wakefield,E08000036,Upper tier local authority,2020-04-11,8,,,317,,
Leeds,E08000035,Upper tier local authority,2020-04-11,35,,,670,,
Kirklees,E08000034,Upper tier local authority,2020-04-11,15,,,337,,
Calderdale,E08000033,Upper tier local authority,2020-04-11,3,,,142,,
Bradford,E08000032,Upper tier local authority,2020-04-11,17,,,431,,
Wolverhampton,E08000031,Upper tier local authority,2020-04-11,10,,,460,,
Walsall,E08000030,Upper tier local authority,2020-04-11,9,,,574,,
Solihull,E08000029,Upper tier local authority,2020-04-11,12,,,360,,
Sandwell,E08000028,Upper tier local authority,2020-04-11,12,,,578,,
Dudley,E08000027,Upper tier local authority,2020-04-11,20,,,463,,
Coventry,E08000026,Upper tier local authority,2020-04-11,15,,,418,,
Birmingham,E08000025,Upper tier local authority,2020-04-11,31,,,1900,,
Sunderland,E08000024,Upper tier local authority,2020-04-11,47,,,677,,
South Tyneside,E08000023,Upper tier local authority,2020-04-11,12,,,229,,
North Tyneside,E08000022,Upper tier local authority,2020-04-11,16,,,314,,
Newcastle upon Tyne,E08000021,Upper tier local authority,2020-04-11,20,,,590,,
Sheffield,E08000019,Upper tier local authority,2020-04-11,52,,,1358,,
Rotherham,E08000018,Upper tier local authority,2020-04-11,10,,,361,,
Doncaster,E08000017,Upper tier local authority,2020-04-11,8,,,238,,
Barnsley,E08000016,Upper tier local authority,2020-04-11,24,,,360,,
Wirral,E08000015,Upper tier local authority,2020-04-11,35,,,587,,
Sefton,E08000014,Upper tier local authority,2020-04-11,27,,,501,,
St. Helens,E08000013,Upper tier local authority,2020-04-11,10,,,387,,
Liverpool,E08000012,Upper tier local authority,2020-04-11,40,,,935,,
Knowsley,E08000011,Upper tier local authority,2020-04-11,16,,,317,,
Wigan,E08000010,Upper tier local authority,2020-04-11,26,,,325,,
Trafford,E08000009,Upper tier local authority,2020-04-11,14,,,385,,
Tameside,E08000008,Upper tier local authority,2020-04-11,7,,,285,,
Stockport,E08000007,Upper tier local authority,2020-04-11,26,,,495,,
Salford,E08000006,Upper tier local authority,2020-04-11,10,,,362,,
Rochdale,E08000005,Upper tier local authority,2020-04-11,5,,,274,,
Oldham,E08000004,Upper tier local authority,2020-04-11,23,,,357,,
Manchester,E08000003,Upper tier local authority,2020-04-11,41,,,687,,
Bury,E08000002,Upper tier local authority,2020-04-11,18,,,254,,
Bolton,E08000001,Upper tier local authority,2020-04-11,30,,,407,,
Dorset,E06000059,Upper tier local authority,2020-04-11,3,,,205,,
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,2020-04-11,7,,,233,,
Northumberland,E06000057,Upper tier local authority,2020-04-11,39,,,421,,
Central Bedfordshire,E06000056,Upper tier local authority,2020-04-11,13,,,302,,
Bedford,E06000055,Upper tier local authority,2020-04-11,9,,,244,,
Wiltshire,E06000054,Upper tier local authority,2020-04-11,16,,,252,,
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,2020-04-11,13,,,300,,
Shropshire,E06000051,Upper tier local authority,2020-04-11,8,,,246,,
Cheshire West and Chester,E06000050,Upper tier local authority,2020-04-11,15,,,439,,
Cheshire East,E06000049,Upper tier local authority,2020-04-11,29,,,434,,
County Durham,E06000047,Upper tier local authority,2020-04-11,51,,,697,,
Isle of Wight,E06000046,Upper tier local authority,2020-04-11,2,,,53,,
Southampton,E06000045,Upper tier local authority,2020-04-11,7,,,265,,
Portsmouth,E06000044,Upper tier local authority,2020-04-11,13,,,183,,
Brighton and Hove,E06000043,Upper tier local authority,2020-04-11,8,,,230,,
Milton Keynes,E06000042,Upper tier local authority,2020-04-11,14,,,311,,
Wokingham,E06000041,Upper tier local authority,2020-04-11,3,,,179,,
Windsor and Maidenhead,E06000040,Upper tier local authority,2020-04-11,9,,,157,,
Slough,E06000039,Upper tier local authority,2020-04-11,12,,,242,,
Reading,E06000038,Upper tier local authority,2020-04-11,9,,,202,,
West Berkshire,E06000037,Upper tier local authority,2020-04-11,9,,,166,,
Bracknell Forest,E06000036,Upper tier local authority,2020-04-11,9,,,120,,
Medway,E06000035,Upper tier local authority,2020-04-11,18,,,401,,
Thurrock,E06000034,Upper tier local authority,2020-04-11,8,,,199,,
Southend-on-Sea,E06000033,Upper tier local authority,2020-04-11,4,,,220,,
Luton,E06000032,Upper tier local authority,2020-04-11,16,,,397,,
Peterborough,E06000031,Upper tier local authority,2020-04-11,2,,,111,,
Swindon,E06000030,Upper tier local authority,2020-04-11,17,,,186,,
Torbay,E06000027,Upper tier local authority,2020-04-11,1,,,99,,
Plymouth,E06000026,Upper tier local authority,2020-04-11,1,,,143,,
South Gloucestershire,E06000025,Upper tier local authority,2020-04-11,6,,,218,,
North Somerset,E06000024,Upper tier local authority,2020-04-11,7,,,124,,
"Bristol, City of",E06000023,Upper tier local authority,2020-04-11,26,,,350,,
Bath and North East Somerset,E06000022,Upper tier local authority,2020-04-11,10,,,134,,
Stoke-on-Trent,E06000021,Upper tier local authority,2020-04-11,11,,,200,,
Telford and Wrekin,E06000020,Upper tier local authority,2020-04-11,2,,,133,,
"Herefordshire, County of",E06000019,Upper tier local authority,2020-04-11,6,,,108,,
Nottingham,E06000018,Upper tier local authority,2020-04-11,12,,,307,,
Leicester,E06000016,Upper tier local authority,2020-04-11,17,,,388,,
Derby,E06000015,Upper tier local authority,2020-04-11,13,,,366,,
York,E06000014,Upper tier local authority,2020-04-11,3,,,129,,
North Lincolnshire,E06000013,Upper tier local authority,2020-04-11,16,,,121,,
North East Lincolnshire,E06000012,Upper tier local authority,2020-04-11,5,,,78,,
East Riding of Yorkshire,E06000011,Upper tier local authority,2020-04-11,6,,,227,,
"Kingston upon Hull, City of",E06000010,Upper tier local authority,2020-04-11,14,,,137,,
Blackpool,E06000009,Upper tier local authority,2020-04-11,15,,,163,,
Blackburn with Darwen,E06000008,Upper tier local authority,2020-04-11,10,,,165,,
Warrington,E06000007,Upper tier local authority,2020-04-11,17,,,350,,
Halton,E06000006,Upper tier local authority,2020-04-11,11,,,211,,
Darlington,E06000005,Upper tier local authority,2020-04-11,9,,,134,,
Stockton-on-Tees,E06000004,Upper tier local authority,2020-04-11,11,,,211,,
Redcar and Cleveland,E06000003,Upper tier local authority,2020-04-11,16,,,174,,
Middlesbrough,E06000002,Upper tier local authority,2020-04-11,15,,,288,,
Hartlepool,E06000001,Upper tier local authority,2020-04-11,4,,,82,,
England,E92000001,Nation,2020-04-10,3473,3474,-1,71403,71397,6
South West,E12000009,Region,2020-04-10,234,,,3376,,
South East,E12000008,Region,2020-04-10,568,,,9627,,
London,E12000007,Region,2020-04-10,575,,,18257,,
East of England,E12000006,Region,2020-04-10,314,,,5995,,
West Midlands,E12000005,Region,2020-04-10,377,,,7532,,
East Midlands,E12000004,Region,2020-04-10,173,,,4115,,
Yorkshire and The Humber,E12000003,Region,2020-04-10,287,,,5147,,
North West,E12000002,Region,2020-04-10,547,,,10665,,
North East,E12000001,Region,2020-04-10,245,,,4004,,
Worcestershire,E10000034,Upper tier local authority,2020-04-10,31,,,652,,
West Sussex,E10000032,Upper tier local authority,2020-04-10,26,,,634,,
Warwickshire,E10000031,Upper tier local authority,2020-04-10,30,,,661,,
Surrey,E10000030,Upper tier local authority,2020-04-10,82,,,1548,,
Suffolk,E10000029,Upper tier local authority,2020-04-10,33,,,475,,
Staffordshire,E10000028,Upper tier local authority,2020-04-10,60,,,915,,
Somerset,E10000027,Upper tier local authority,2020-04-10,16,,,205,,
Oxfordshire,E10000025,Upper tier local authority,2020-04-10,70,,,915,,
